label,video_name,frame_id,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
Alapadmam,2.Alapadmam.mp4,0,0.4159581959247589,0.7613692879676819,5.231910336078727e-07,0.3738826811313629,0.6787276268005371,-0.032471541315317154,0.34737536311149597,0.5681416392326355,-0.05201096832752228,0.3148556053638458,0.48478397727012634,-0.06896497309207916,0.2819913625717163,0.43917137384414673,-0.08961144089698792,0.45433515310287476,0.44552716612815857,-0.03858840838074684,0.46332675218582153,0.3265518546104431,-0.051671404391527176,0.4723963737487793,0.24855279922485352,-0.06462326645851135,0.47853314876556396,0.1953461766242981,-0.07464472949504852,0.5018426179885864,0.4796466827392578,-0.03769009932875633,0.5502567291259766,0.38313037157058716,-0.033069711178541183,0.5807984471321106,0.32868248224258423,-0.03304484486579895,0.6065882444381714,0.2893174886703491,-0.03651133179664612,0.5269703269004822,0.5470151901245117,-0.04083264619112015,0.5836611390113831,0.48718690872192383,-0.04760437831282616,0.6243299245834351,0.4430149495601654,-0.06850172579288483,0.660822868347168,0.405478298664093,-0.08822498470544815,0.5285338759422302,0.6297160387039185,-0.04650770127773285,0.5467420816421509,0.6555530428886414,-0.06702747195959091,0.5457057952880859,0.6887179017066956,-0.08013978600502014,0.5456351041793823,0.7224810719490051,-0.08970590680837631
Alapadmam,2.Alapadmam.mp4,1,0.4188375473022461,0.763395369052887,4.359507101980853e-07,0.3773002326488495,0.6784151196479797,-0.032764896750450134,0.35079842805862427,0.5674065351486206,-0.052775170654058456,0.31790608167648315,0.48214855790138245,-0.0699845403432846,0.2849525511264801,0.43239662051200867,-0.09115583449602127,0.46394503116607666,0.4462428390979767,-0.037449080497026443,0.46996989846229553,0.3256416618824005,-0.04999445006251335,0.47874557971954346,0.24753546714782715,-0.06395941227674484,0.4851420521736145,0.19122755527496338,-0.07592786103487015,0.5081123113632202,0.4767533242702484,-0.037153542041778564,0.5498658418655396,0.37502551078796387,-0.03498375415802002,0.573622465133667,0.31289809942245483,-0.039260175079107285,0.5915497541427612,0.2646736800670624,-0.04607656970620155,0.530273973941803,0.542462944984436,-0.04056375473737717,0.5939922332763672,0.48972782492637634,-0.05016984045505524,0.6380491852760315,0.4485912322998047,-0.07477981597185135,0.6758981347084045,0.41057613492012024,-0.09753379225730896,0.5285034775733948,0.6235969662666321,-0.0461551807820797,0.546873927116394,0.6509278416633606,-0.07098102569580078,0.5437525510787964,0.6870598793029785,-0.08664710819721222,0.539944589138031,0.7217700481414795,-0.098029226064682
Alapadmam,2.Alapadmam.mp4,2,0.41859832406044006,0.756670355796814,4.5221460709399253e-07,0.377924382686615,0.6705752015113831,-0.03381752967834473,0.3535955548286438,0.5583135485649109,-0.053284432739019394,0.3207690715789795,0.47255417704582214,-0.06989619135856628,0.2879028916358948,0.420118510723114,-0.09036197513341904,0.46694785356521606,0.4405190348625183,-0.036214377731084824,0.47462570667266846,0.32329902052879333,-0.04719676449894905,0.48402711749076843,0.24650874733924866,-0.060399677604436874,0.4904552400112152,0.19170281291007996,-0.07200419157743454,0.5117269158363342,0.4734191298484802,-0.035803426057100296,0.55586838722229,0.3748149871826172,-0.03129830211400986,0.5811982154846191,0.3170425295829773,-0.03417511284351349,0.6001977920532227,0.27346858382225037,-0.04051937907934189,0.5336220264434814,0.540388286113739,-0.039547938853502274,0.5983889102935791,0.48958712816238403,-0.04833180457353592,0.6418070793151855,0.4538381099700928,-0.07303307950496674,0.6796168088912964,0.4198909401893616,-0.09608221054077148,0.5310345888137817,0.6205217838287354,-0.04570090398192406,0.5504989624023438,0.653447687625885,-0.07115201652050018,0.5472726821899414,0.6906496286392212,-0.08797577023506165,0.5434625148773193,0.7247695326805115,-0.10036993026733398
Alapadmam,2.Alapadmam.mp4,3,0.41945376992225647,0.7504943013191223,4.3979923702863744e-07,0.37841811776161194,0.6640775203704834,-0.030332237482070923,0.3563884496688843,0.5511206984519958,-0.04774104803800583,0.32568520307540894,0.4638102054595947,-0.06274183094501495,0.29478463530540466,0.41096460819244385,-0.08187106996774673,0.47040778398513794,0.4353351891040802,-0.03134715184569359,0.4800788462162018,0.3208238482475281,-0.040792208164930344,0.4918477535247803,0.2449188530445099,-0.052672840654850006,0.500030517578125,0.1903475522994995,-0.06347216665744781,0.5144389867782593,0.4701610803604126,-0.03238821029663086,0.5601403117179871,0.3736567795276642,-0.02660222351551056,0.5865567326545715,0.31588155031204224,-0.02815612219274044,0.6064859628677368,0.27091047167778015,-0.033375564962625504,0.5357851982116699,0.5376712083816528,-0.03752073645591736,0.6002521514892578,0.4895409345626831,-0.04567304998636246,0.6449207663536072,0.4540487229824066,-0.06972870975732803,0.6844220161437988,0.4198705554008484,-0.0922987088561058,0.5333473086357117,0.6181241273880005,-0.0447845458984375,0.5491316318511963,0.6492828130722046,-0.06934595853090286,0.5415499210357666,0.6863225698471069,-0.08523488789796829,0.5344229340553284,0.7205319404602051,-0.09706056863069534
Alapadmam,2.Alapadmam.mp4,4,0.41751983761787415,0.7454520463943481,4.592096161104564e-07,0.3809282183647156,0.6510560512542725,-0.0341627337038517,0.3594904839992523,0.5370978713035583,-0.054456520825624466,0.3328169584274292,0.4511353373527527,-0.072843037545681,0.30250388383865356,0.39854633808135986,-0.09353949874639511,0.47765928506851196,0.4349163770675659,-0.03621501848101616,0.49046528339385986,0.31517013907432556,-0.049972083419561386,0.5001335144042969,0.24135875701904297,-0.06393346935510635,0.5071985721588135,0.18932634592056274,-0.07512050867080688,0.5186631083488464,0.4729434549808502,-0.03542277216911316,0.5642199516296387,0.37509608268737793,-0.0365029014647007,0.5949922800064087,0.32470738887786865,-0.04239841550588608,0.6178823113441467,0.28975987434387207,-0.04980175569653511,0.5352494120597839,0.5404360890388489,-0.03871973603963852,0.5888485312461853,0.5325784683227539,-0.05128316208720207,0.6147386431694031,0.5594496130943298,-0.07157981395721436,0.6330119967460632,0.5722783803939819,-0.08765561878681183,0.5308400392532349,0.6162280440330505,-0.04460948705673218,0.5497870445251465,0.6483757495880127,-0.06673795729875565,0.5465695858001709,0.6835207939147949,-0.07933558523654938,0.5406337380409241,0.7115322947502136,-0.08746039867401123
Alapadmam,2.Alapadmam.mp4,5,0.41727250814437866,0.7451599836349487,4.476659398733318e-07,0.3806355595588684,0.6431719064712524,-0.031509798020124435,0.3640618920326233,0.5270225405693054,-0.05027151480317116,0.3400633931159973,0.43639934062957764,-0.06635720282793045,0.3109309673309326,0.37978339195251465,-0.08550208806991577,0.485222190618515,0.4353868067264557,-0.03131040558218956,0.5011999607086182,0.3187786340713501,-0.045778173953294754,0.5129979848861694,0.24730539321899414,-0.062457375228405,0.5210984945297241,0.19321271777153015,-0.07591809332370758,0.5259472727775574,0.4752000570297241,-0.031184878200292587,0.5763466954231262,0.3905799388885498,-0.0305752232670784,0.6066383719444275,0.339100182056427,-0.037136539816856384,0.6292033195495605,0.2953605651855469,-0.04576596990227699,0.5415657758712769,0.5435664653778076,-0.035231564193964005,0.6082930564880371,0.5237528085708618,-0.04464774951338768,0.6561425924301147,0.505785346031189,-0.067215196788311,0.6950920820236206,0.4857047200202942,-0.08778036385774612,0.5329852104187012,0.6186145544052124,-0.04154748097062111,0.5513365268707275,0.6503875851631165,-0.06282855570316315,0.5453341603279114,0.6765549182891846,-0.07503245770931244,0.5373722910881042,0.7000359296798706,-0.08419917523860931
Alapadmam,2.Alapadmam.mp4,6,0.41949766874313354,0.7325535416603088,4.5487198008231644e-07,0.38524773716926575,0.6316757202148438,-0.03188185393810272,0.3703497052192688,0.516122043132782,-0.05032575502991676,0.34895285964012146,0.4246668815612793,-0.06591476500034332,0.3215910792350769,0.36759722232818604,-0.08465001732110977,0.4924646317958832,0.4324827194213867,-0.031944066286087036,0.5101560950279236,0.31771811842918396,-0.04499654844403267,0.5242336392402649,0.24765902757644653,-0.06044724956154823,0.5347187519073486,0.19612297415733337,-0.07319043576717377,0.5327157974243164,0.47677868604660034,-0.03129183128476143,0.5845188498497009,0.39549100399017334,-0.029390422627329826,0.6161531805992126,0.3467612862586975,-0.034580349922180176,0.6402661800384521,0.3068079948425293,-0.042270079255104065,0.5470305681228638,0.547768235206604,-0.034761957824230194,0.6126864552497864,0.5308970212936401,-0.04297459498047829,0.6602762341499329,0.5135622620582581,-0.06528245657682419,0.7002992630004883,0.49539509415626526,-0.08581559360027313,0.5368053913116455,0.62380051612854,-0.04052909463644028,0.55254065990448,0.6525431871414185,-0.060940735042095184,0.5454949140548706,0.6769117116928101,-0.07302679866552353,0.5372854471206665,0.7011011838912964,-0.08222483843564987
Alapadmam,2.Alapadmam.mp4,7,0.42002183198928833,0.7348570823669434,4.601836565143458e-07,0.38711613416671753,0.6306748390197754,-0.03306137025356293,0.3756599724292755,0.5122794508934021,-0.05077344924211502,0.3578038811683655,0.41656598448753357,-0.06500734388828278,0.33425185084342957,0.3547708988189697,-0.08191436529159546,0.5009505748748779,0.4362795054912567,-0.032212283462285995,0.5218808054924011,0.3191163241863251,-0.04454159736633301,0.5390090346336365,0.24983781576156616,-0.058505523949861526,0.5516733527183533,0.2002144753932953,-0.06997779756784439,0.5404167771339417,0.4854837656021118,-0.03011280670762062,0.5951796770095825,0.40682488679885864,-0.02744021639227867,0.6288836002349854,0.35979634523391724,-0.03139686584472656,0.6540853381156921,0.32162582874298096,-0.03786467760801315,0.5532424449920654,0.5598810315132141,-0.03225642442703247,0.618027925491333,0.5509557127952576,-0.040076062083244324,0.6669838428497314,0.5359331965446472,-0.06267587840557098,0.7082986831665039,0.51927250623703,-0.08328288793563843,0.5408791303634644,0.6362690329551697,-0.03677770122885704,0.5537195801734924,0.6678900718688965,-0.057089824229478836,0.5418358445167542,0.6904645562171936,-0.0694250613451004,0.5295528173446655,0.7136597037315369,-0.07869385927915573
Alapadmam,2.Alapadmam.mp4,8,0.4191991686820984,0.7264907360076904,4.528818635662901e-07,0.3907310962677002,0.621033787727356,-0.02863883040845394,0.38454437255859375,0.5043346881866455,-0.046412963420152664,0.36896777153015137,0.4047839045524597,-0.06191245838999748,0.34785550832748413,0.340867817401886,-0.08113961666822433,0.505903959274292,0.4345879554748535,-0.03094838559627533,0.5343971848487854,0.32153162360191345,-0.04111957550048828,0.5558218955993652,0.2520342767238617,-0.05247025564312935,0.5704573392868042,0.20355486869812012,-0.062331534922122955,0.5437150597572327,0.49086111783981323,-0.030802248045802116,0.6013288497924805,0.4179512858390808,-0.02512393333017826,0.6349092721939087,0.3762418031692505,-0.026416273787617683,0.6614913940429688,0.3405720889568329,-0.031102249398827553,0.5567920804023743,0.570355236530304,-0.03437913954257965,0.6230623722076416,0.5474781394004822,-0.0393785797059536,0.673031747341156,0.5298648476600647,-0.060909517109394073,0.7183616161346436,0.5108104348182678,-0.08185144513845444,0.5459428429603577,0.6510060429573059,-0.03993711248040199,0.5542058944702148,0.6734986305236816,-0.058450281620025635,0.5407792925834656,0.6932621002197266,-0.07038059085607529,0.5286223888397217,0.7146123647689819,-0.0799078717827797
Alapadmam,2.Alapadmam.mp4,9,0.42324909567832947,0.719783365726471,4.942774012306472e-07,0.39923930168151855,0.6151619553565979,-0.033891480416059494,0.39532482624053955,0.4984321892261505,-0.05486902594566345,0.38097164034843445,0.40043526887893677,-0.07245247066020966,0.36073094606399536,0.3326718807220459,-0.09336627274751663,0.5153698921203613,0.43737947940826416,-0.039550166577100754,0.5446409583091736,0.32616251707077026,-0.05199924111366272,0.5672103762626648,0.25853490829467773,-0.06556262075901031,0.5836935639381409,0.21009689569473267,-0.07733922451734543,0.5514913201332092,0.49498504400253296,-0.03717130422592163,0.6104599833488464,0.42476052045822144,-0.035848502069711685,0.6472374796867371,0.38616132736206055,-0.041076645255088806,0.6762930750846863,0.3517042398452759,-0.0489872470498085,0.5621896386146545,0.5736852288246155,-0.03818688541650772,0.6297878623008728,0.5683748126029968,-0.04607640206813812,0.678923487663269,0.5657140016555786,-0.0689501240849495,0.7222537398338318,0.5561829805374146,-0.09070828557014465,0.5495224595069885,0.6501626372337341,-0.04136939346790314,0.5631341338157654,0.6760191917419434,-0.06247455254197121,0.5516982674598694,0.6958571672439575,-0.07507042586803436,0.5398603081703186,0.7159146070480347,-0.08500149101018906
